heuristica,n,m,replicacao,tempo,iteracoes,valor,parametro
monotonamelhormelhora,20,20,6,0.000143,82,285,0.99
monotonamelhormelhora,20,20,7,0.000125,85,268,0.99
monotonamelhormelhora,20,20,8,0.000118,84,268,0.99
monotonamelhormelhora,20,20,9,0.000122,83,256,0.99
monotonamelhormelhora,20,20,10,0.000143,84,285,0.99
monotonamelhormelhora,400,20,1,0.000461,381,1106,0.8
monotonamelhormelhora,400,20,2,0.00045099999999999996,381,1106,0.8
monotonamelhormelhora,400,20,3,0.00047999999999999996,384,1034,0.8
monotonamelhormelhora,400,20,4,0.000557,380,1070,0.8
monotonamelhormelhora,400,20,5,0.000444,375,1015,0.8
monotonamelhormelhora,400,20,6,0.00045999999999999996,385,1081,0.8
monotonamelhormelhora,400,20,7,0.000459,380,1057,0.8
monotonamelhormelhora,400,20,8,0.000616,377,1059,0.8
monotonamelhormelhora,400,20,9,0.00045,379,1030,0.8
monotonamelhormelhora,400,20,10,0.000457,378,1115,0.8
monotonamelhormelhora,400,20,1,0.000455,379,1039,0.85
monotonamelhormelhora,400,20,2,0.0006349999999999999,379,1069,0.85
monotonamelhormelhora,400,20,3,0.00044699999999999997,378,1036,0.85
monotonamelhormelhora,400,20,4,0.00045599999999999997,376,1065,0.85
monotonamelhormelhora,400,20,5,0.00045,381,1055,0.85
monotonamelhormelhora,400,20,6,0.000633,378,999,0.85
monotonamelhormelhora,400,20,7,0.000448,379,1048,0.85
monotonamelhormelhora,400,20,8,0.00045799999999999997,378,1071,0.85
monotonamelhormelhora,400,20,9,0.00045,381,1064,0.85
monotonamelhormelhora,400,20,10,0.0006299999999999999,376,1057,0.85
monotonamelhormelhora,400,20,1,0.000461,379,1036,0.9
monotonamelhormelhora,400,20,2,0.00045099999999999996,374,1010,0.9
monotonamelhormelhora,400,20,3,0.000448,379,1059,0.9
monotonamelhormelhora,400,20,4,0.00044899999999999996,380,1026,0.9
monotonamelhormelhora,400,20,5,0.000461,379,1064,0.9
monotonamelhormelhora,400,20,6,0.00044699999999999997,378,1070,0.9
monotonamelhormelhora,400,20,7,0.000641,382,1081,0.9
monotonamelhormelhora,400,20,8,0.000455,379,1027,0.9
monotonamelhormelhora,400,20,9,0.00045599999999999997,379,1066,0.9
monotonamelhormelhora,400,20,10,0.00044699999999999997,378,1015,0.9
monotonamelhormelhora,400,20,1,0.000464,380,1033,0.95
monotonamelhormelhora,400,20,2,0.000457,379,1044,0.95
monotonamelhormelhora,400,20,3,0.000453,383,1042,0.95
monotonamelhormelhora,400,20,4,0.000634,378,1075,0.95
monotonamelhormelhora,400,20,5,0.000459,380,1047,0.95
monotonamelhormelhora,400,20,6,0.000452,374,1066,0.95
monotonamelhormelhora,400,20,7,0.000448,379,1050,0.95
monotonamelhormelhora,400,20,8,0.00047599999999999997,376,987,0.95
monotonamelhormelhora,400,20,9,0.000463,383,1082,0.95
monotonamelhormelhora,400,20,10,0.000453,382,1027,0.95
monotonamelhormelhora,400,20,1,0.000651,382,1064,0.99
monotonamelhormelhora,400,20,2,0.00045799999999999997,380,1062,0.99
monotonamelhormelhora,400,20,3,0.000452,381,984,0.99
monotonamelhormelhora,400,20,4,0.000452,382,1076,0.99
monotonamelhormelhora,400,20,5,0.000489,380,1057,0.99
monotonamelhormelhora,400,20,6,0.00045999999999999996,380,1032,0.99
monotonamelhormelhora,400,20,7,0.00044899999999999996,380,1026,0.99
monotonamelhormelhora,400,20,8,0.000645,379,1026,0.99
monotonamelhormelhora,400,20,9,0.000468,383,1036,0.99
monotonamelhormelhora,400,20,10,0.00044699999999999997,377,1057,0.99
monotonamelhormelhora,50,50,1,0.0009469999999999999,346,409,0.8
monotonamelhormelhora,50,50,2,0.0009339999999999999,347,412,0.8
monotonamelhormelhora,50,50,3,0.0009249999999999999,344,407,0.8
monotonamelhormelhora,50,50,4,0.0009379999999999999,348,402,0.8
monotonamelhormelhora,50,50,5,0.00091,338,408,0.8
monotonamelhormelhora,50,50,6,0.000972,344,395,0.8
monotonamelhormelhora,50,50,7,0.0012029999999999999,344,391,0.8
monotonamelhormelhora,50,50,8,0.000928,344,389,0.8
monotonamelhormelhora,50,50,9,0.0009299999999999999,344,408,0.8
monotonamelhormelhora,50,50,10,0.000926,344,410,0.8
monotonamelhormelhora,50,50,1,0.000927,344,402,0.85
monotonamelhormelhora,50,50,2,0.000926,344,381,0.85
monotonamelhormelhora,50,50,3,0.000935,348,421,0.85
monotonamelhormelhora,50,50,4,0.0013239999999999999,346,398,0.85
monotonamelhormelhora,50,50,5,0.0012799999999999999,344,401,0.85
monotonamelhormelhora,50,50,6,0.000935,347,388,0.85
monotonamelhormelhora,50,50,7,0.0009299999999999999,345,384,0.85
monotonamelhormelhora,50,50,8,0.0009339999999999999,347,411,0.85
monotonamelhormelhora,50,50,9,0.000932,346,410,0.85
monotonamelhormelhora,50,50,10,0.000927,344,397,0.85
monotonamelhormelhora,50,50,1,0.000927,344,401,0.9
monotonamelhormelhora,50,50,2,0.00132,345,408,0.9
monotonamelhormelhora,50,50,3,0.001326,346,368,0.9
monotonamelhormelhora,50,50,4,0.000935,346,429,0.9
monotonamelhormelhora,50,50,5,0.000927,343,405,0.9
monotonamelhormelhora,50,50,6,0.0010019999999999999,346,436,0.9
monotonamelhormelhora,50,50,7,0.0009299999999999999,344,433,0.9
monotonamelhormelhora,50,50,8,0.0009329999999999999,346,407,0.9
monotonamelhormelhora,50,50,9,0.0009429999999999999,342,417,0.9
monotonamelhormelhora,50,50,10,0.000928,345,408,0.9
monotonamelhormelhora,50,50,1,0.000931,345,407,0.95
monotonamelhormelhora,50,50,2,0.000949,343,423,0.95
monotonamelhormelhora,50,50,3,0.0009379999999999999,348,404,0.95
monotonamelhormelhora,50,50,4,0.000932,345,413,0.95
monotonamelhormelhora,50,50,5,0.0009419999999999999,347,404,0.95
monotonamelhormelhora,50,50,6,0.000928,344,408,0.95
monotonamelhormelhora,50,50,7,0.000931,345,414,0.95
monotonamelhormelhora,50,50,8,0.001323,344,411,0.95
monotonamelhormelhora,50,50,9,0.001346,347,382,0.95
monotonamelhormelhora,50,50,10,0.000941,348,403,0.95
monotonamelhormelhora,50,50,1,0.000935,347,409,0.99
monotonamelhormelhora,50,50,2,0.0009339999999999999,347,417,0.99
monotonamelhormelhora,50,50,3,0.000918,341,412,0.99
monotonamelhormelhora,50,50,4,0.0009339999999999999,347,407,0.99
monotonamelhormelhora,50,50,5,0.0009239999999999999,346,404,0.99
monotonamelhormelhora,50,50,6,0.0013109999999999999,343,381,0.99
monotonamelhormelhora,50,50,7,0.001305,342,393,0.99
monotonamelhormelhora,50,50,8,0.000927,344,404,0.99
monotonamelhormelhora,50,50,9,0.000927,344,417,0.99
monotonamelhormelhora,50,50,10,0.000932,346,402,0.99
monotonamelhormelhora,2500,50,1,0.006521,2446,2537,0.8
monotonamelhormelhora,2500,50,2,0.0065049999999999995,2447,2544,0.8
monotonamelhormelhora,2500,50,3,0.006510999999999999,2447,2581,0.8
monotonamelhormelhora,2500,50,4,0.006526,2453,2544,0.8
monotonamelhormelhora,2500,50,5,0.006522,2453,2560,0.8
monotonamelhormelhora,2500,50,6,0.0065249999999999996,2453,2525,0.8
monotonamelhormelhora,2500,50,7,0.006508,2445,2624,0.8
monotonamelhormelhora,2500,50,8,0.006515,2452,2520,0.8
monotonamelhormelhora,2500,50,9,0.00658,2444,2594,0.8
monotonamelhormelhora,2500,50,10,0.0064979999999999994,2443,2525,0.8
monotonamelhormelhora,2500,50,1,0.0065699999999999995,2440,2561,0.85
monotonamelhormelhora,2500,50,2,0.006513,2447,2549,0.85
monotonamelhormelhora,2500,50,3,0.006545,2452,2585,0.85
monotonamelhormelhora,2500,50,4,0.006523999999999999,2453,2535,0.85
monotonamelhormelhora,2500,50,5,0.0065249999999999996,2453,2546,0.85
monotonamelhormelhora,2500,50,6,0.0065179999999999995,2451,2541,0.85
monotonamelhormelhora,2500,50,7,0.006513,2441,2551,0.85
monotonamelhormelhora,2500,50,8,0.006522,2448,2562,0.85
monotonamelhormelhora,2500,50,9,0.0065179999999999995,2450,2507,0.85
monotonamelhormelhora,2500,50,10,0.006514,2447,2569,0.85
monotonamelhormelhora,2500,50,1,0.00649,2442,2551,0.9
monotonamelhormelhora,2500,50,2,0.006532,2453,2590,0.9
monotonamelhormelhora,2500,50,3,0.006528,2455,2512,0.9
monotonamelhormelhora,2500,50,4,0.006489,2439,2606,0.9
monotonamelhormelhora,2500,50,5,0.006522,2451,2570,0.9
monotonamelhormelhora,2500,50,6,0.006516,2448,2513,0.9
monotonamelhormelhora,2500,50,7,0.006532,2452,2573,0.9
monotonamelhormelhora,2500,50,8,0.006523999999999999,2452,2539,0.9
monotonamelhormelhora,2500,50,9,0.006513,2447,2539,0.9
monotonamelhormelhora,2500,50,10,0.0065119999999999996,2445,2562,0.9
monotonamelhormelhora,2500,50,1,0.006532,2454,2547,0.95
monotonamelhormelhora,2500,50,2,0.006523999999999999,2453,2519,0.95
monotonamelhormelhora,2500,50,3,0.006526,2451,2552,0.95
monotonamelhormelhora,2500,50,4,0.006562999999999999,2450,2513,0.95
monotonamelhormelhora,2500,50,5,0.006501,2444,2528,0.95
monotonamelhormelhora,2500,50,6,0.006529999999999999,2454,2526,0.95
monotonamelhormelhora,2500,50,7,0.0065179999999999995,2447,2549,0.95
monotonamelhormelhora,2500,50,8,0.006516,2451,2499,0.95
monotonamelhormelhora,2500,50,9,0.006521,2447,2536,0.95
monotonamelhormelhora,2500,50,10,0.0065249999999999996,2446,2519,0.95
monotonamelhormelhora,2500,50,1,0.006519,2453,2550,0.99
monotonamelhormelhora,2500,50,2,0.006507,2447,2557,0.99
monotonamelhormelhora,2500,50,3,0.006496,2440,2549,0.99
monotonamelhormelhora,2500,50,4,0.006513,2450,2617,0.99
monotonamelhormelhora,2500,50,5,0.0064979999999999994,2442,2539,0.99
monotonamelhormelhora,2500,50,6,0.006522,2449,2604,0.99
monotonamelhormelhora,2500,50,7,0.006521,2454,2558,0.99
monotonamelhormelhora,2500,50,8,0.006523999999999999,2452,2572,0.99
monotonamelhormelhora,2500,50,9,0.006529999999999999,2452,2541,0.99
monotonamelhormelhora,2500,50,10,0.006516999999999999,2449,2489,0.99
